,Unnamed: 0,0,polarity,subjectivity
30,30,"RT @TheDemCoalition: Cruz: ""The hard left is angry. They're energized. They hate the president and they're coming for Texas."" Nope, @TedCru…",-0.3979166666666667,0.6104166666666666
31,31,RT @schwartzkatze: この「新聞を読まない世代」にとって、新聞は最早「信頼できる事実の提供者」と認識されなくなりつつあることを受け止めるべき。ここで、この麻生発言を客観視できずに批判につなげてしまったり、「無教養故に新聞を読まない」的な発想をしてしまうと、新聞は…,0.0,0.0
32,32,RT @carolecadwalla: Look! This is BIG. Electoral Commission says democracy is ‘under threat’. And ‘urgent’ reform is needed. It knows this…,0.0,0.1
33,33,RT @zinniasparkles: Online is not the real world. We all have families and friends and lives outside of here. I have a personality aside fr…,0.1,0.17500000000000002
34,34,"Elections to watch today....
Will Republican's continue to surge or will the Dems start gaining ground?
https://t.co/YPLQaxtQ1v",0.0,0.0
35,35,I did not expect to see zigi while scrolling through a thread about us politics but here we are (the story behind t… https://t.co/SgX89ru8yx,-0.4,0.7
36,36,RT @DavidLammy: We can't all move our businesses to Ireland like Rees-Mogg. We can't all get French citizenship like Nigel Lawson. We can't…,0.0,0.0
37,37,"RT @RealJamesWoods: If they try to sweep this guy under the rug, there’s going to be a real problem... https://t.co/VZevm9FC95",0.2,0.30000000000000004
38,38,RT @liyonyon: 福田康夫さんはこれで、鳩山由紀夫レベルの「国賊」に成り下がったのか。https://t.co/wubYMCpfEQ @Sankei_newsさんから,0.0,0.0
39,39,"@SalwaSamra I think we became complacent with our politicians, we are taught from birth not to talk religion or pol… https://t.co/Xm11Koc50W",0.0,0.0
40,40,RT @archangel2: @RodStryker @POTUS @RealCandaceO @KamVTV @MikeTokes @DonnaWR8 @charliekirk11 @IWillRedPillU @RealMattCouch @RubyRockstar333…,0.0,0.0
41,41,"#Milwaukee Among Finalists for #2020 @DNC Convention. https://t.co/f1t1QjQfie via @nbcchicago
Some view choice of M… https://t.co/YVHAFhfMg1",0.0,0.0
42,42,"RT @morininfo: 44G$ (oui 44 milliards) ce sont les impôts, taxes et pénalités dûs au gouvernement fédéral! 8,40$ sur chaque 100$ d'impôts à…",0.0,0.0
43,43,"RT @MikeCarlton01: One of the best, most deliciously savage demolitions I’ve read in a long while. https://t.co/JNdpvvSjSG",0.6125,0.55
44,44,RT @DavidLammy: We can't all move our businesses to Ireland like Rees-Mogg. We can't all get French citizenship like Nigel Lawson. We can't…,0.0,0.0
45,45,RT @giniromet: Mahagathbandhan Politics is a failed politics.... https://t.co/vOiJL4hCNJ,-0.5,0.3
46,46,"RT @VCTrustee: There are many debates where MP's are absent as they are in other important meetings

But for there to be little shadow repr…",0.146875,0.59375
47,47,"And trump is a saint??!!  I don’t even have the space to tweet all of his bad shit that he says on national tv, rad… https://t.co/2lsZOFM6wc",-0.44999999999999996,0.7333333333333334
48,48,"RT @RealMediaCrooks: The VILEST family in Indian politics ever&gt;&gt; The FAKE Chinese Gandhis... The VILEST family in media? &gt;&gt;  The LYING, ABU…",-0.25,0.5
49,49,"RT @FakhuusHashim: Nigerian leaders have NO SHAME ! Hundreds killed in 3 days &amp; nothing has changed, just empty promises. You have failed @…",-0.26666666666666666,0.26666666666666666
50,50,New post ([:en]Republican lawmaker introduces motion asking for Maxine Waters' resignation[:]) has been published o… https://t.co/35mFjbcXqf,0.3181818181818182,0.7272727272727273
51,51,https://t.co/xMa5ASugEC,0.0,0.0
52,52,RT @liyonyon: 尖閣諸島の字名、「登野城尖閣」に変更を　石垣市議会が市長に要求決議 - 産経ニュース https://t.co/pignwxHZNC @Sankei_newsさんから,0.0,0.0
53,53,"RT @RealJamesWoods: If they try to sweep this guy under the rug, there’s going to be a real problem... https://t.co/VZevm9FC95",0.2,0.30000000000000004
54,54,"RT @RealMAGASteve: FBI sends classified letter to House GOP on use of informants in Trump campaign:

The FBI sent a classified letter to Ho…",0.0,0.0
55,55,"RT @IYCWestBengal: Squashing of dissenting voices! 
Witch-hunt of opposition leaders! 
Crony Capitalism! 
Politics of Fear! 
Rampant corrup…",0.0,0.0
56,56,"#Britain #Politics - #Corbyn #LabourParty #Antisemitism | #BaronessNeuberger

(Jewish News, UK)
Baroness Neuberger:… https://t.co/6AeTnzTXPZ",0.0,0.0
57,57,"RT @Jamierodr10: .President Trump Blasts FBI agent calls for live, televised hearing of Strzok, 'other hating frauds' at FBI, DOJ.. It’s ti…",0.005681818181818177,0.4375
58,58,"""I have no way of telling people how to protest, what they should protest. Again, ... it started with people in a r… https://t.co/neH4NdbaVt",0.0,0.0
59,59,"「子供を産まない方が幸せ」と考える事を「勝手」というならば、思想の自由を認めない全体主義者というレッテルを貼られても仕方あるまい。(ーー;)

自民・二階俊博幹事長「子供を産まない方が幸せだと勝手なこと考える人がいる」 - 産経ニ… https://t.co/xmZt3a7m6u",0.25,1.0
60,60,"RT @DarthPutinKGB: If you ever think your job is a waste of time, consider that someone works as the Kremlin's ""human rights"" commissioner…",-0.1,0.05
61,61,"RT @RealJamesWoods: If they try to sweep this guy under the rug, there’s going to be a real problem... https://t.co/VZevm9FC95",0.2,0.30000000000000004
62,62,"RT @RealMAGASteve: NYT’s Bombshell: Reporter Reveals Ali Watkins Dated a 2nd Source For Classified Intelligence.

Watkins also dated anothe…",0.0,0.0
63,63,"RT @s_w_s_m: 自民・二階俊博幹事長　森友・加計学園問題「軽く見過ぎていた」と政府に苦言 https://t.co/EtdxK5WXWg 

それは結果論でしょ。贈収賄の事実も指摘できない、友人だから優遇したハズという妄想が倒閣の武器になるなんてまともじゃない状況、誰…",0.0,0.0
64,64,"RT @DavidJHarrisJr: If democrat politicians knew they couldn’t count on illegal immigrant votes, they could care less about the kids and th…",-0.3333333333333333,0.2833333333333333
65,65,RT @liyonyon: 福田康夫さんはこれで、鳩山由紀夫レベルの「国賊」に成り下がったのか。https://t.co/wubYMCpfEQ @Sankei_newsさんから,0.0,0.0
66,66,@Bullworine @syedfuhassan Politicians banne k liye kia politics parhna zaruri nai🤔 is ne Kia Kia degree hasil ki ha… https://t.co/pYPT2dEOzz,0.0,0.0
67,67,"RT @CarolineLucas: Leading BBC article on #Heathrow today, and not a single mention of climate change. Sums up the warped nature of this de…",0.03571428571428571,0.21428571428571427
68,68,"RT @mobi0900: Building bridges and roads that we don't need, don't work, and aren't necessary, and have no mission  that's not bad politic…",0.17499999999999996,0.8333333333333333
69,69,RT @furukawa1917: 日本の少子化はもう「このままでは国が立ち行かなくなります子供を産んでいただくためなら金銭的にも社会的にも援助できることはすべてしますこの通りですお願いいたします」と政府が女性に土下座すべき段階だと思うが、まだずいぶん悠長なことをいってるんです…,0.0,0.0
70,70,ARSEHOLE. https://t.co/Psk6td3lFf,0.0,0.0
71,71,RT @paulacblades001: https://t.co/BS1uYPtY51,0.0,0.0
72,72,RT @SKYRIDER4538: @TomiLahren What does she know about politics?! She is probably busy looking for the next boyfriend that is 20+ years you…,0.05,0.15
73,73,RT @commonslibrary: #EvidenceWeek continues today with insightful masterclasses and events in @UKParliament. See the full programme here ht…,0.35,0.55
74,74,RT @Ohio_Buckeye_US: @starcrosswolf @AngelLight2U @KamalaHarris This is what has been hidden from US citizens for decades..human traffickin…,-0.16666666666666666,0.3333333333333333
75,75,"RT @BahugunaSaket: Is dealing with cases of sexual harassment in this casual manner the model of NSUI's 'empowerment', @guptar ma'am? 

Whe…",-5.551115123125783e-17,0.8500000000000001
76,76,RT @dilipmandal: Must Read. https://t.co/UiiAbgtd0P,0.0,0.0
77,77,"RT @natalieben: Don't worry, said the Brexiteers, it is just a matter of waving a magic wand. This government is in no way capable of deliv…",0.35,0.7
78,78,RT @CroweDM: Do not assume the 'roll back' backfires for Bill Shorten on company tax. It is a huge risk but he's taken them before. My take…,0.20000000000000004,0.45
79,79,"RT @brianefallon: Has the owner said somewhere that ejecting Sanders was her way of ""scoring one for the Resistance""? I only saw her tell t…",0.0,1.0
80,80,RT @schwartzkatze: この「新聞を読まない世代」にとって、新聞は最早「信頼できる事実の提供者」と認識されなくなりつつあることを受け止めるべき。ここで、この麻生発言を客観視できずに批判につなげてしまったり、「無教養故に新聞を読まない」的な発想をしてしまうと、新聞は…,0.0,0.0
81,81,RT @akagiichirou: 南京虐殺は、100%有りませんでした。当時の状況、資料、東京裁判のマギー牧師の証言等々で幾らでも説明できます。其の１・蒋介石は外国人記者と300回位会見をし、日本の民間誤爆には激しく抗議❗ところが、南京陥落後の前後、一度も南京虐殺に言及した事…,0.0,0.0
82,82,@scottdetrow You may like this explanation of civility. https://t.co/gUTPqzlY8c,0.0,0.0
83,83,"What was touted as ""Project Fear"" had predicted only 500, 000 jobs.Reality is FAR worse -mocked at by dogmatic, sel… https://t.co/2AfQeMp9lq",-0.10000000000000002,0.8666666666666667
84,84,RT @mrjamesob: I still have no idea how we've ended up in a place where headlines like this don't set off alarms everywhere. https://t.co/v…,0.0,0.0
85,85,RT @Independent: Trump warns Maxine Waters 'be careful what you wish for' after she called for people to 'harass' administration officials…,-0.05,0.5625
86,86,"RT @RealJamesWoods: If they try to sweep this guy under the rug, there’s going to be a real problem... https://t.co/VZevm9FC95",0.2,0.30000000000000004
87,87,RT @natnewswatch: Morneau looking for range of options as businesses press him to match Trump's tax cut | CBC News https://t.co/AaNmgxaJmw,0.0,0.0
88,88,Battle for control of U.S. Congress advances in seven states on Politics Today - https://t.co/lNiaEUIbXv,0.0,0.0
89,89,"RT @TPolResists: We heard last week that the Trump Administration planned family separation from day 1.

There was never a plan to reunite…",0.0,0.06666666666666667
90,90,"RT @MAEZIMAS: 「この頃、子供を産まない方が幸せじゃないかと勝手なことを考える人がいる」
「みんな食うや食わずの戦中・戦後の時代に『子供を産んだら大変だから、産まないようにしよう』と言った人はいない」
こんだけ子供産みづらい社会にした政府与党の責任はどこへ行ったんで…",0.0,0.0
91,91,"RT @Sankei_news: 自民・二階幹事長「子供を産まない方が幸せだと勝手なこと考える人がいる」
https://t.co/892Hjldc82 https://t.co/mmIbl6sVyX",0.0,0.0
92,92,"RT @MAEZIMAS: 「この頃、子供を産まない方が幸せじゃないかと勝手なことを考える人がいる」
「みんな食うや食わずの戦中・戦後の時代に『子供を産んだら大変だから、産まないようにしよう』と言った人はいない」
こんだけ子供産みづらい社会にした政府与党の責任はどこへ行ったんで…",0.0,0.0
93,93,"RT @Quinnae_Moon: Do the words ""You lie!"" mean anything to you, perchance? https://t.co/MpMsp1efh7",-0.3125,0.6875
94,94,RT @SenTedCruz: It's time for Democrats to put their politics to the side and join us in our efforts to bring about real change.,0.2,0.30000000000000004
95,95,"RT @TheDemCoalition: Cruz: ""The hard left is angry. They're energized. They hate the president and they're coming for Texas."" Nope, @TedCru…",-0.3979166666666667,0.6104166666666666
96,96,RT @TVietor08: You’ve got to be kidding me https://t.co/T2pcyH4vIx,0.0,0.0
97,97,"RT @markcurtis30: They also voted for Iraq, Libya and Yemen. British political class is straight out of the trees - biggest threat to the p…",0.06666666666666667,0.16666666666666666
98,98,RT @JoeNBC: Trump Administration report shows refugees added $63 billion to US economy over the past decade. Trump White House then killed…,-0.125,0.125
99,99,@nesta_uk @indraadnan @AlterUK21 @SophieRunning @JamieJBartlett Getting my thoughts in a row for #FutureFest18… https://t.co/IMpMB7vkn2,0.0,0.0
100,100,"RT @ru_rbc: СМИ узнали о просьбе Кадырова к Путину о скоростной магистрали в Грозный
https://t.co/zQ6FHPG4Rn",0.0,0.0
101,101,"RT @JohnOCAP: https://t.co/HCoFjN5TV4
#UK #WorkandPensions Secretary, #EstherMcVey, says that the misery  inducing #UniversalCredit benefit…",0.0,0.0
102,102,RT @NickRiccardi: Key thing in this debate is that all these personal actions vs Trump officials seem to be coming from the ground up on th…,0.0,0.65
103,103,"RT @brianklaas: Remember when Greg Gianforte (R-MT) physically assaulted a reporter, lied about it, then pleaded guilty to assault, and...t…",-0.25,0.5714285714285714
104,104,RT @SKYRIDER4538: @TomiLahren What does she know about politics?! She is probably busy looking for the next boyfriend that is 20+ years you…,0.05,0.15
105,105,RT @SRuhle: PLEASE READ THIS https://t.co/lpgg0pE5oZ,0.0,0.0
106,106,"Aurangzeb ? , dictator ? . Liars comparing a pious and people friendly ruler with a bigot.  https://t.co/u3MYeN5kFd",0.1875,0.4
107,107,"Sarah Sanders heckled by Red Hen owner even after leaving, Mike Huckabee says

https://t.co/pjiMkd8R3S

Shared from my Google feed",0.0,0.0
108,108,RT @chrislhayes: No he retweeted a Nazi sympathizer who describes himself as an admirer of Hitler https://t.co/t59vLN5eQL https://t.co/OP1P…,0.0,0.0
